fips2010,fmr0_17,fmr1_17,fmr2_17,fmr3_17,fmr4_17,fmr_0_22,fmr_1_22,fmr_2_22,fmr_3_22,fmr_4_22,metro_code,metro
2502155745,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502160785,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502167945,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502172495,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502174175,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502178690,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502178972,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502182315,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502300170,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502309000,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502311665,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502317895,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502318455,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502327795,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502328285,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502328495,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502330210,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502331645,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502333220,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502333920,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502338540,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502338855,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502339450,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502340850,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502350145,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502352630,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502354310,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502354415,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502357600,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502357775,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502360330,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502372985,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502375260,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502379530,826,904,1158,1497,1600,1145,1309,1723,2181,2505,METRO14460MM1200,1
2502507000,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502513205,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502556585,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502581005,1194,1372,1691,2116,2331,1658,1826,2205,2726,2990,METRO14460MM1120,1
2502701885,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502702480,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502702760,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502703740,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502705490,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502706015,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502706365,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502707525,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502709105,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502712715,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502714395,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502717300,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502717685,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502718560,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502723875,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502725485,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502726430,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502728740,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502728950,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502730560,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502730945,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502731435,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502734165,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502734795,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502735075,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502737420,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502740255,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502741165,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502741340,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502741585,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502745105,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502746820,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502746925,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502747135,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502750670,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502751825,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502752420,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502753120,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502753225,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502755395,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502758580,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502758825,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502761800,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502763165,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502763345,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502766105,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502767385,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502768155,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502768610,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502769275,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502771480,887,972,1254,1679,2057,928,1062,1397,1789,2210,METRO49340MM1120,1
2502771620,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502773090,582,680,823,1143,1439,792,797,1049,1417,1423,METRO49340N25027,1
2502773895,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502775015,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502775155,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502775400,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2502777010,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502780405,646,774,1010,1264,1392,865,871,1146,1447,1727,METRO49340MM2600,1
2502782000,745,839,1060,1326,1466,1103,1162,1491,1843,2022,METRO49340M49340,1
2600199999,482,547,681,875,958,653,653,757,983,1161,NCNTY26001N26001,0
2600399999,482,516,681,898,1200,524,637,757,936,1072,NCNTY26003N26003,0
2600599999,585,613,727,987,1052,678,683,890,1184,1207,NCNTY26005N26005,0
2600799999,482,543,681,930,1116,524,621,757,1065,1154,NCNTY26007N26007,0
2600999999,444,560,700,991,1151,503,649,757,1028,1209,NCNTY26009N26009,0
2601199999,482,540,681,924,1200,519,599,757,1043,1175,NCNTY26011N26011,0
2601399999,482,512,681,895,939,572,579,757,936,1080,NCNTY26013N26013,0
2601599999,494,573,725,1055,1197,582,687,830,1135,1190,NCNTY26015N26015,0
2601799999,461,546,726,955,1001,522,611,786,1031,1118,METRO13020M13020,1
2601999999,541,608,765,1014,1106,607,667,877,1084,1290,NCNTY26019N26019,0
2602199999,453,537,714,906,1067,646,655,845,1094,1252,METRO35660M35660,1
2602399999,560,564,719,969,991,619,629,796,1009,1079,NCNTY26023N26023,0
2602599999,514,642,806,1051,1139,602,670,841,1091,1183,METRO12980M12980,1
2602799999,551,555,737,1003,1016,593,655,845,1102,1151,METRO43780N26027,1
2602999999,582,585,715,937,1226,571,647,825,1172,1339,NCNTY26029N26029,0
2603199999,482,547,681,935,939,537,590,776,959,1052,NCNTY26031N26031,0
2603399999,477,524,697,872,961,532,608,800,989,1085,NCNTY26033N26033,0
2603599999,482,533,681,900,981,524,575,757,1016,1163,NCNTY26035N26035,0
2603799999,532,659,815,1091,1274,733,767,936,1203,1269,METRO29620M29620,1
2603999999,522,555,738,923,1296,565,611,804,1022,1090,NCNTY26039N26039,0
2604199999,482,545,681,965,1076,587,591,757,1053,1181,NCNTY26041N26041,0
2604399999,526,560,744,931,1311,533,639,770,952,1044,NCNTY26043N26043,0
2604599999,532,659,815,1091,1274,733,767,936,1203,1269,METRO29620M29620,1
2604799999,522,607,800,1001,1251,595,685,896,1161,1296,NCNTY26047N26047,0
2604999999,468,555,738,973,1054,545,645,821,1034,1113,METRO22420M22420,1
2605199999,482,590,681,991,1200,524,577,757,966,1032,NCNTY26051N26051,0
2605399999,482,512,681,882,1147,524,606,757,1075,1280,NCNTY26053N26053,0
2605599999,621,709,878,1204,1218,698,863,1009,1248,1368,NCNTY26055N26055,0
2605799999,432,512,681,866,1007,503,575,757,986,1240,NCNTY26057N26057,0
2605999999,499,537,681,928,998,561,616,811,1003,1100,NCNTY26059N26059,0
2606199999,442,517,681,861,1037,503,612,757,1075,1296,NCNTY26061N26061,0
2606399999,546,549,681,928,1032,572,575,757,936,1085,NCNTY26063N26063,0
2606599999,532,659,815,1091,1274,733,767,936,1203,1269,METRO29620M29620,1
2606799999,551,555,737,976,1110,667,672,884,1097,1302,METRO24340M26067,1
2606999999,432,556,681,852,958,645,649,757,1025,1296,NCNTY26069N26069,0
2607199999,487,512,681,852,1105,513,592,757,1068,1072,NCNTY26071N26071,0
2607399999,506,583,700,958,1072,611,680,810,1057,1098,NCNTY26073N26073,0
2607599999,491,604,769,1012,1066,615,734,866,1136,1274,METRO27100M27100,1
2607799999,513,629,782,1064,1220,613,711,879,1160,1252,METRO28020M28020,1
2607999999,460,545,725,967,1058,503,575,757,998,1103,NCNTY26079N26079,0
2608199999,549,668,823,1158,1308,798,859,1041,1356,1538,METRO24340M24340,1
2608399999,482,512,681,954,958,524,578,757,1068,1072,NCNTY26083N26083,0
2608599999,482,516,681,866,992,524,575,757,1022,1072,NCNTY26085N26085,0
2608799999,578,701,911,1207,1300,733,848,1084,1371,1473,METRO19820M19820,1
2608999999,580,690,820,1053,1130,658,739,933,1234,1597,NCNTY26089N26089,0
2609199999,568,617,804,1006,1108,541,642,815,1099,1213,NCNTY26091N26091,0
2609399999,626,698,922,1288,1625,747,938,1125,1504,1664,METRO19820MM0440,1
2609599999,482,512,681,935,939,525,600,759,979,1029,NCNTY26095N26095,0
2609799999,482,574,681,852,958,524,664,757,983,1291,NCNTY26097N26097,0
2609999999,578,701,911,1207,1300,733,848,1084,1371,1473,METRO19820M19820,1
2610199999,482,512,681,931,939,639,643,846,1072,1147,NCNTY26101N26101,0
2610399999,453,537,714,893,984,556,643,835,1032,1429,NCNTY26103N26103,0
2610599999,514,551,727,956,1002,576,588,774,973,1050,NCNTY26105N26105,0
2610799999,482,575,681,935,939,552,646,766,974,1136,NCNTY26107N26107,0
2610999999,482,575,681,953,956,566,644,757,1040,1158,NCNTY26109N26109,0
2611199999,484,577,743,1037,1217,582,661,870,1210,1341,METRO33220M33220,1
2611399999,494,605,698,949,962,571,628,826,1021,1120,NCNTY26113N26113,0
2611599999,530,629,836,1148,1152,631,723,941,1237,1503,METRO33780M33780,1
2611799999,464,537,681,964,1132,608,639,782,978,1230,METRO24340N26117,1
2611999999,494,525,698,978,981,524,635,757,1068,1072,NCNTY26119N26119,0
2612199999,503,544,723,993,997,591,655,855,1091,1159,METRO34740M34740,1
2612399999,506,549,715,938,986,538,615,809,1015,1097,NCNTY26123N26123,0
2612599999,578,701,911,1207,1300,733,848,1084,1371,1473,METRO19820M19820,1
2612799999,483,514,683,929,941,575,575,757,1002,1091,NCNTY26127N26127,0
2612999999,482,520,681,852,1024,582,664,757,958,1055,NCNTY26129N26129,0
2613199999,482,582,681,954,958,524,647,757,936,1072,NCNTY26131N26131,0
2613399999,482,570,681,920,1007,524,575,757,945,1091,NCNTY26133N26133,0
2613599999,482,512,681,852,939,524,648,757,1027,1072,NCNTY26135N26135,0
2613799999,516,582,729,1008,1121,609,669,880,1128,1291,NCNTY26137N26137,0
2613999999,526,670,773,1105,1128,814,852,971,1329,1381,METRO24340M26100,1
2614199999,482,590,681,968,1041,524,575,757,993,1152,NCNTY26141N26141,0
2614399999,513,541,682,937,940,578,581,757,1023,1027,NCNTY26143N26143,0
2614599999,479,594,755,996,1041,553,633,833,1041,1130,METRO40980M40980,1
2614799999,578,701,911,1207,1300,733,848,1084,1371,1473,METRO19820M19820,1
2614999999,494,533,709,908,1037,526,592,760,1004,1071,NCNTY26149N26149,0
2615199999,453,512,681,933,1007,559,575,757,985,1116,NCNTY26151N26151,0
2615399999,482,559,681,852,958,524,575,757,974,1072,NCNTY26153N26153,0
2615599999,573,577,767,1022,1057,581,585,770,1026,1105,METRO29620M26155,1
2615799999,432,536,681,930,1069,524,626,757,1050,1108,NCNTY26157N26157,0
2615999999,513,629,782,1064,1220,561,635,793,1053,1134,NCNTY26159N26159,0
2616199999,797,850,1025,1407,1765,1047,1048,1262,1560,1816,METRO11460M11460,1
2616399999,578,701,911,1207,1300,733,848,1084,1371,1473,METRO19820M19820,1
2616599999,483,573,761,973,1049,547,608,791,1007,1173,NCNTY26165N26165,0
2700199999,528,531,706,915,1110,561,603,793,1077,1078,NCNTY27001N27001,0
2700399999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2700599999,433,529,682,896,940,538,645,810,1083,1290,NCNTY27005N27005,0
2700799999,463,549,730,925,1006,605,692,910,1137,1314,NCNTY27007N27007,0
2700999999,486,598,740,1016,1304,688,722,886,1216,1429,METRO41060M41060,1
2701199999,437,581,681,935,939,503,575,757,1075,1188,NCNTY27011N27011,0
2701399999,610,697,853,1173,1503,710,776,992,1378,1698,METRO31860M31860,1
2701599999,432,522,681,852,939,503,589,757,975,1215,NCNTY27015N27015,0
2701799999,520,603,771,1001,1201,692,715,936,1221,1515,METRO20260M20260,1
2701999999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2702199999,543,546,726,908,1010,527,603,793,1014,1075,NCNTY27021N27021,0
2702399999,437,525,681,935,939,513,582,757,1026,1184,NCNTY27023N27023,0
2702599999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2702799999,491,602,767,1117,1276,597,705,859,1220,1470,METRO22020M22020,1
2702999999,437,512,681,875,939,572,575,757,1075,1124,NCNTY27029N27029,0
2703199999,487,666,768,961,1059,503,661,757,1075,1296,NCNTY27031N27031,0
2703399999,437,548,681,935,939,503,615,757,936,1296,NCNTY27033N27033,0
2703599999,500,593,788,1001,1105,588,673,885,1150,1232,NCNTY27035N27035,0
2703799999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2703999999,610,720,936,1235,1521,732,865,1094,1554,1872,METRO40340M40340,1
2704199999,473,561,745,934,1313,538,647,810,1094,1098,NCNTY27041N27041,0
2704399999,437,512,681,935,939,503,594,757,1027,1087,NCNTY27043N27043,0
2704599999,432,517,681,935,939,614,618,813,1112,1194,METRO40340N27045,1
2704799999,432,512,681,852,1018,528,603,794,985,1190,NCNTY27047N27047,0
2704999999,524,596,792,991,1092,671,720,851,1209,1408,NCNTY27049N27049,0
2705199999,437,590,681,991,1200,503,604,757,1075,1162,NCNTY27051N27051,0
2705399999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2705599999,516,612,814,1162,1434,618,724,930,1300,1592,METRO29100M29100,1
2705799999,437,512,681,991,1200,530,606,797,1033,1108,NCNTY27057N27057,0
2705999999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2706199999,474,557,740,926,1020,668,673,885,1094,1200,NCNTY27061N27061,0
2706399999,437,540,681,899,939,503,575,757,936,1027,NCNTY27063N27063,0
2706599999,479,563,748,936,1318,612,700,921,1244,1249,NCNTY27065N27065,0
2706799999,444,521,692,971,1068,618,671,817,1161,1398,NCNTY27067N27067,0
2706999999,437,512,681,926,959,503,575,757,936,1112,NCNTY27069N27069,0
2707199999,437,522,681,935,939,503,575,757,945,1101,NCNTY27071N27071,0
2707399999,437,512,681,852,939,503,575,757,936,1095,NCNTY27073N27073,0
2707599999,465,546,726,908,1001,611,680,826,1116,1120,METRO20260M27075,1
2707799999,437,512,681,935,939,549,630,826,1021,1201,NCNTY27077N27077,0
2707999999,473,561,745,1084,1214,659,733,964,1301,1494,METRO33460N27079,1
2708199999,437,512,681,852,939,503,590,757,999,1027,NCNTY27081N27081,0
2708399999,474,512,681,965,1115,526,575,757,1064,1239,NCNTY27083N27083,0
2708599999,436,535,687,963,1113,606,624,821,1166,1405,NCNTY27085N27085,0
2708799999,437,546,681,852,939,567,627,757,936,1027,NCNTY27087N27087,0
2708999999,437,536,681,986,1197,503,575,757,960,1296,NCNTY27089N27089,0
2709199999,437,512,681,905,939,514,587,773,1044,1048,NCNTY27091N27091,0
2709399999,471,586,742,928,1059,541,619,814,1094,1232,NCNTY27093N27093,0
2709599999,535,675,844,1120,1391,639,731,962,1367,1647,METRO33460N27095,1
2709799999,437,512,681,910,1102,513,581,765,1079,1151,NCNTY27097N27097,0
2709999999,480,569,756,987,1042,561,642,845,1151,1257,NCNTY27099N27099,0
2710199999,437,564,681,852,1200,503,575,757,1075,1101,NCNTY27101N27101,0
2710399999,610,697,853,1173,1503,710,776,992,1378,1698,METRO31860M31860,1
2710599999,509,512,681,852,939,618,622,818,1073,1109,NCNTY27105N27105,0
2710799999,437,512,681,882,1014,503,575,757,936,1101,NCNTY27107N27107,0
2710999999,610,720,936,1235,1521,732,865,1094,1554,1872,METRO40340M40340,1
2711199999,510,513,681,916,947,590,594,781,1029,1128,NCNTY27111N27111,0
2711399999,445,533,701,877,966,543,621,817,1047,1188,NCNTY27113N27113,0
2711599999,503,591,785,982,1151,662,667,877,1140,1252,NCNTY27115N27115,0
2711799999,437,590,681,968,972,503,660,757,1014,1153,NCNTY27117N27117,0
2711999999,542,654,854,1195,1421,605,669,854,1213,1462,METRO24220M24220,1
2712199999,453,531,706,970,973,555,621,817,1010,1188,NCNTY27121N27121,0
2712399999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2712599999,545,567,681,935,939,555,582,757,1075,1101,NCNTY27125N27125,0
2712799999,437,544,681,935,939,503,660,757,1075,1165,NCNTY27127N27127,0
2712999999,511,526,681,852,1010,626,630,757,1075,1190,NCNTY27129N27129,0
2713199999,565,663,881,1136,1316,690,749,986,1337,1493,NCNTY27131N27131,0
2713399999,437,512,681,986,1023,529,605,796,1022,1116,NCNTY27133N27133,0
2713599999,437,515,681,852,939,532,609,801,990,1086,NCNTY27135N27135,0
2713799999,520,603,771,1001,1201,692,715,936,1221,1515,METRO20260M20260,1
2713999999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2714199999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2714399999,448,522,694,1002,1068,521,637,784,991,1134,NCNTY27143N27143,0
2714599999,486,598,740,1016,1304,688,722,886,1216,1429,METRO41060M41060,1
2714799999,494,580,771,996,1345,572,661,861,1223,1474,NCNTY27147N27147,0
2714999999,437,590,681,858,1070,503,664,757,1075,1218,NCNTY27149N27149,0
2715199999,509,512,681,991,1200,572,575,757,947,1027,NCNTY27151N27151,0
2715399999,437,512,681,852,939,503,639,757,1023,1027,NCNTY27153N27153,0
2715599999,437,512,681,852,939,503,576,757,1005,1101,NCNTY27155N27155,0
2715799999,489,606,771,1122,1351,522,656,757,1075,1236,METRO40340N27157,1
2715999999,437,532,681,852,1083,503,639,757,936,1072,NCNTY27159N27159,0
2716199999,437,517,681,937,940,575,579,757,1075,1096,NCNTY27161N27161,0
2716399999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2716599999,437,552,681,935,939,503,664,757,1075,1150,NCNTY27165N27165,0
2716799999,437,512,681,991,1200,503,575,757,1075,1296,NCNTY27167N27167,0
2716999999,453,537,714,942,1047,553,668,833,1114,1316,NCNTY27169N27169,0
2717199999,699,862,1086,1538,1799,932,1078,1329,1841,2145,METRO33460M33460,1
2717399999,437,551,681,983,1102,503,575,757,954,1027,NCNTY27173N27173,0
2800199999,541,587,775,970,1068,576,619,705,941,956,NCNTY28001N28001,0
2800399999,476,541,681,978,981,532,536,705,974,1083,NCNTY28003N28003,0
2800599999,511,587,732,916,1009,557,560,711,886,978,NCNTY28005N28005,0
2800799999,476,552,681,910,939,576,584,705,939,994,NCNTY28007N28007,0
2800999999,516,590,681,986,1081,576,619,705,966,970,NCNTY28009N28009,0
2801199999,547,550,681,892,996,532,536,705,871,956,NCNTY28011N28011,0
2801399999,476,512,681,907,1114,565,568,705,989,1135,NCNTY28013N28013,0
2801599999,476,546,681,875,939,576,587,705,871,970,NCNTY28015N28015,0
2801799999,432,512,681,852,1093,532,536,705,950,971,NCNTY28017N28017,0
2801999999,476,590,681,991,1200,582,586,771,953,1060,NCNTY28019N28019,0
2802199999,498,572,713,892,983,582,621,712,880,966,NCNTY28021N28021,0
2802399999,500,579,715,894,986,576,619,705,871,956,NCNTY28023N28023,0
2802599999,476,533,681,883,1031,536,539,705,1001,1164,NCNTY28025N28025,0
2802799999,440,567,693,867,1024,510,619,705,925,956,NCNTY28027N28027,0
2802999999,596,710,856,1083,1254,781,812,947,1171,1337,METRO27140M27140,1
2803199999,476,546,681,936,939,493,619,705,1001,1037,METRO25620M28031,1
2803399999,631,707,835,1137,1331,694,792,912,1219,1404,METRO32820M32820,1
2803599999,626,721,877,1171,1221,577,723,868,1124,1272,METRO25620M25620,1
2803799999,476,546,681,873,939,576,586,705,966,970,NCNTY28037N28037,0
2803999999,541,621,775,995,1069,574,578,730,902,1226,NCNTY28039N28039,0
2804199999,563,590,681,875,939,535,539,709,876,975,NCNTY28041N28041,0
2804399999,476,566,681,890,939,539,543,714,888,968,NCNTY28043N28043,0
2804599999,642,673,777,1066,1262,666,735,863,1198,1338,METRO25060M25060,1
2804799999,642,673,777,1066,1262,666,735,863,1198,1338,METRO25060M25060,1
2804999999,596,710,856,1083,1254,781,812,947,1171,1337,METRO27140M27140,1
2805199999,476,546,681,852,939,532,536,705,895,1026,METRO27140M28051,1
2805399999,479,561,686,858,989,576,619,705,912,999,NCNTY28053N28053,0
2805599999,476,546,681,875,939,564,568,747,923,1027,NCNTY28055N28055,0
2805799999,476,537,681,940,1068,576,612,705,888,956,NCNTY28057N28057,0
2805999999,652,684,789,1149,1390,598,735,846,1155,1448,METRO25060M37700,1
2806199999,536,615,767,985,1058,552,555,705,874,956,NCNTY28061N28061,0
2806399999,476,546,681,853,939,552,555,705,966,970,NCNTY28063N28063,0
2806599999,518,558,742,1019,1023,552,555,705,957,970,NCNTY28065N28065,0
2806799999,512,637,807,1010,1112,510,594,756,935,1025,NCNTY28067N28067,0
2806999999,476,546,681,852,939,533,555,705,934,970,NCNTY28069N28069,0
2807199999,646,779,925,1232,1275,750,822,1026,1268,1391,NCNTY28071N28071,0
2807399999,626,721,877,1171,1221,577,723,868,1124,1272,METRO25620M25620,1
2807599999,538,607,770,1020,1081,563,618,799,994,1233,NCNTY28075N28075,0
2807799999,503,577,720,901,993,650,691,796,984,1095,NCNTY28077N28077,0
2807999999,493,531,706,898,1192,560,563,705,898,1031,NCNTY28079N28079,0
2808199999,555,607,794,1015,1196,630,634,809,1024,1245,NCNTY28081N28081,0
2808399999,509,512,681,868,939,471,536,705,885,956,NCNTY28083N28083,0
2808599999,478,546,684,900,943,562,566,745,931,1089,NCNTY28085N28085,0
2808799999,476,564,681,991,1200,593,597,746,1008,1277,NCNTY28087N28087,0
2808999999,596,710,856,1083,1254,781,812,947,1171,1337,METRO27140M27140,1
2809199999,476,590,681,960,1001,595,639,728,900,987,NCNTY28091N28091,0
2809399999,516,580,681,919,1081,539,612,709,878,1126,METRO32820N28093,1
2809599999,476,512,681,852,954,576,588,705,871,1095,NCNTY28095N28095,0
2809799999,476,512,681,891,1072,576,619,705,966,970,NCNTY28097N28097,0
2809999999,478,523,684,856,943,576,600,705,871,1001,NCNTY28099N28099,0
2810199999,477,514,683,912,1062,562,566,745,921,1010,NCNTY28101N28101,0
2810399999,476,590,681,936,939,576,619,705,915,973,NCNTY28103N28103,0
2810599999,549,720,853,1067,1176,692,722,823,1017,1409,NCNTY28105N28105,0
2810799999,476,590,681,934,1011,587,591,726,929,999,NCNTY28107N28107,0
2810999999,579,670,829,1196,1295,624,628,826,1071,1414,NCNTY28109N28109,0
2811199999,626,721,877,1171,1221,577,723,868,1124,1272,METRO25620M25620,1
2811399999,526,567,753,949,1038,608,647,744,966,1009,NCNTY28113N28113,0
2811599999,494,567,707,971,975,499,586,705,913,1107,NCNTY28115N28115,0
2811799999,476,590,681,864,939,505,611,705,953,956,NCNTY28117N28117,0
2811999999,432,512,681,852,939,532,536,705,871,987,NCNTY28119N28119,0
2812199999,596,710,856,1083,1254,781,812,947,1171,1337,METRO27140M27140,1
2812399999,476,590,681,886,939,532,536,705,880,970,NCNTY28123N28123,0
2812599999,476,546,681,852,939,552,555,705,966,970,NCNTY28125N28125,0
2812799999,500,590,681,868,1013,558,636,735,952,1258,METRO27140N28127,1
2812999999,437,512,681,936,939,532,536,705,871,970,NCNTY28129N28129,0
2813199999,507,582,726,918,1001,527,607,705,1001,1002,METRO25060M28131,1
2813399999,455,590,681,909,1200,480,561,722,893,1004,NCNTY28133N28133,0
